"Nombre","Volumen","Unidad de medida","Referencia interna","D365 Reference","Box Qty","Pronosticado con pendiente"
"Banqueta bar PVC roja (x2u)","0.0581625","Unidades","VN1BNC0020","BPVC03","2.0","1.0"
"Banqueta bar con respaldo azul (x2u)","0.117829","Unidades","VN1BNC0016","BBPU02","2.0","24.0"
"Banqueta bar con respaldo color crema (x2u)","0.117829","Unidades","VN1BNC0017","BBPU03","2.0","0.0"
"Banqueta bar con respaldo color rojo (x2u)","0.117829","Unidades","VN1BNC0033","CBBI-001R","2.0","6.0"
"Banqueta bar con respaldo negra (x2u)","0.117829","Unidades","VN1BNC0015","BBPU01","2.0","0.0"
"Barniz sintético brillante 1000 ml (x6u)","0.00868","Unidades","KU1CNM00100","MPSI-IB10","6.0","0.0"
"Barra de cobre para ionizador solar (x10 u)","0.000936","Unidades","KU1CNM0024","BARRACOBRE","10.0","19.0"
"Barra de sonido (x4u)","0.05265","Unidades","ET1BRA0001","ABSI-P60W","4.0","0.0"
"Barra de sonido 2.1 con subwoofer (x2u)","0.0563472","Unidades","ET1PRT0005","ABSI-S70W","2.0","0.0"
"Barra enfriadora de vino con vertedor (x24u)","0.03552","Unidades","VN1APV0002","CVCK-BETV","24.0","0.0"
"Barra led 52"" Off Road (x6u)","0.09558","Unidades","KU1LPR0001","RBLI-0001","6.0","1.0"
"Barra led 52"" Super Fina Off Road (x9u)","0.143045","Unidades","KU1LPR0002","RBLI-0002","9.0","3.0"
"Barra maciza cromada 1,8 m","0.01241838","Unidades","ME1BRA0003","DPBR18M","1.0","77.0"
"Barra maciza cromada 38 cm (x20u)","0.013455","Unidades","ME1BRA0002","DPBR38CM","20.0","33.0"
"Barral L para cortina de baño de aluminio (x24u)","0.11266","Unidades","GA1ACB00131","BLA-AL258","24.0","0.0"
"Barral de podador de altura PAM52","0.02553","Unidades","KU1PDA0002-2","PAM52-2/2","1.0","0.0"
"Barral recto para cortina de baño AL25 (x30u)","0.09269","Unidades","GA1ACB00129","BRA-AL25","30.0","4.0"
"Barral recto para cortina de baño S22 (x30u)","0.0433125","Unidades","GA1ACB00130","BRI-S22","30.0","5.0"
"Barras de silicona por kg - 11,2 mm × 100 mm (x24u)","0.036018","Unidades","VN1CNM0019","BSI-1110","24.0","8.0"
"Barras de silicona por kg - 11,2 mm × 200 mm (x24 u)","0.036685","Unidades","VN1CNM0020","BSI-1120","24.0","0.0"
"Barras de silicona por kg - 7 mm × 100 mm (x24u)","0.037584","Unidades","VN1CNM0017","BSI-7010","24.0","5.0"
"Barras de silicona por kg - 7 mm × 200 mm (x24u)","0.0374825","Unidades","VN1CNM0018","BSI-7020","24.0","0.0"
"Base Elevador de placas de yeso 4,6 m EPYB-16F","0.07122225","Unidades","BR1ELV0002-2","EPYB-16F 2/2","1.0","2.0"
"Base cabina de ducha cuadrada CABD-88SQ","0.163908","Unidades","GA1CDD0002-1","CABD-88SQ - 1/2","1.0","0.0"
"Base cabina de ducha curva CABD-88C","0.0","Unidades","GA1CDD0001-1","CABD-88C-1/2","1.0","1.0"
"Base contrapeso para sombrilla lateral (x4u)","0.080631","Unidades","KU1SMB0015","BSI-L25K","4.0","0.0"
"Base de Guinche pluma hidráulico 1000 kg para camioneta","0.0","Unidades","BR1GCH0003-1","DGPI-1TCA Parte 1/2","1.0","0.0"
"Base de Guinche pluma hidráulico 2000 kg para camioneta","0.0","Unidades","BR1GCH0004-1","DGPI-2TPL Parte 1/2","1.0","0.0"
"Base de cabina de ducha Ottawa CABD-OTT","0.33088125","Unidades","GA1CDD0005-3","CABD-OTT 3/4","1.0","19.0"
"Base para sombrilla de centro 15 kg","0.021996","Unidades","KU1SMB0016","BSI-C15K","1.0","0.0"
"Base para sombrilla de centro 22 Kg","0.04368","Unidades","KU1SMB0019","FBSI-0001","1.0","0.0"
"Base soporte de lijas 115 mm (x120u)","0.03724","Unidades","BR1SOP0002","SDI-45PP","120.0","0.0"
"Bastidor con 1 interruptor (x20u)","0.009087945","Unidades","TD1TCR0012","SE-702","20.0","4.0"
"Bastidor con 1 interruptor y 1 tomacorrientes (x20u)","0.009087945","Unidades","TD1TCR0018","SE-709","20.0","0.0"
"Bastidor con 2 interruptores certificado (x20u)","0.009087945","Unidades","TD1TCR0013","SE-707","20.0","0.0"
"Bastidor con 2 tomacorrientes binorma (x20u)","0.009087945","Unidades","TD1TCR0016","SE-710","20.0","0.0"
"Bastidor con 2 tomacorrientes certificado (x20u)","0.009087945","Unidades","TD1TCR0026","SE-716","20.0","0.0"
"Bastidor con tomacorrientes binorma (x20u)","0.009087945","Unidades","TD1TCR0015","SE-701","20.0","0.0"
"Batería 2000 mAh (x20u)","0.016946875","Unidades","BR1BAT0001","BAT2000","20.0","10.0"
"Batería 2000 mAh IONMAX (x50u)","0.0380835","Unidades","BR1BAT0003","BIM-B2AH","50.0","4.0"
"Batería 4000 mAh (x20u)","0.020898","Unidades","BR1BAT0002","BAT4000","20.0","0.0"
"Batería 4000 mAh IONMAX (x40u)","0.0380835","Unidades","BR1BAT0004","BIM-B4AH","40.0","10.0"
"Batería de cocina de 3 piezas Cerámica Chic gris (x2u)","0.0554625","Unidades","VN1RCC0030","CCAK-BCG3","2.0","0.0"
"Batería de cocina de 3 piezas Cerámica verde agua (x2u)","0.059148","Unidades","VN1RCC0029","CCAK-BCC3","2.0","2.0"
"Batería de cocina de 3 piezas Chic arena (x2u)","0.0","Unidades","VN1ACO0045","CCAK-BCA3","2.0","177.0"
"Batería de cocina de 3 piezas Chic rosa cuarzo (x2u)","0.0","Unidades","VN1ACO0046","CCAK-BCR3","2.0","191.0"
"Batería de cocina de 3 piezas Selecta (x2u)","0.059148","Unidades","VN1RCC0022","CCAK-BSN3","2.0","160.0"
"Batería de litio para scooter eléctrico RSEI-002N (x4u)","0.04018","Unidades","KT1BAT0003","RSEI-BA03","4.0","1.0"
"Batería de litio recargable 18650 1200 mAh (x400u)","0.012380625","Unidades","ET1PIL0008","ABLI-1200","400.0","0.0"
"Batería de litio recargable 18650 2600 mAh (x400u)","0.015687","Unidades","ET1PIL0007","ABLI-2600","400.0","1.0"
"Batería de litio recargable 18650 2600 mAh soldable (x400u)","0.015687","Unidades","ET1BAT0001","ABLI-26ST","400.0","0.0"
"Batería recargable para drone DRN1080 (x50u)","0.00631475","Unidades","ET1DRE0006","BAT1080","50.0","1.0"
"Batidor (x24u)","0.01482","Unidades","VN1UTC0030","CUTI-BAAC","24.0","4.0"
"Bañera clásica de acrílico 160 cm","0.46656","Unidades","GA1BÑA0014","BBAI-BC16","1.0","6.0"
"Bañera con hidromasajes Amoya","0.998402","Unidades","GA1BÑA0006","GL262A","1.0","0.0"
"Bañera con hidromasajes Fraser","1.80648","Unidades","GA1BÑA0021","BHMI-FR18","1.0","0.0"
"Bañera con hidromasajes Lot","2.2764","Unidades","GA1BÑA0009","GL262L","1.0","0.0"
"Bañera con hidromasajes Skeena","1.936512","Unidades","GA1BÑA0022","BHMI-SK15","1.0","0.0"
"Bañera exenta Léman","0.87482","Unidades","GA1BÑA0010","BBEI-LE03","1.0","0.0"
"Bañera exenta Marville","1.07236","Unidades","GA1BÑA0011","BBEI-MA02","1.0","0.0"
"Bañera exenta Temple","1.07236","Unidades","GA1BÑA0012","BBEI-TE16","1.0","0.0"
"Bebedero portátil de agua para mascotas (x24u)","0.0537825","Unidades","VN1CYB0003","CBPI-MASC","24.0","2.0"
"Bicicleta plegable R20 Kurban","0.233448","Unidades","RS1BIC0008","BKE-720-B","1.0","0.0"
"Bicicleta plegable eléctrica de aluminio R20 Adven","0.23","Unidades","KT1BIE0001","EB1","1.0","0.0"
"Bidet 3 agujeros línea Savio","0.081648","Unidades","GA1BDT0006","BBII-BS3A","1.0","3.0"
"Bidet de 3 agujeros de juego de baño BJBB-4PPI","0.0","Unidades","GA1ACB00183-3","BJBB-4PPI 3/3","1.0","0.0"
"Bidet de 3 agujeros de juego de baño BJBB-6PPI","0.0","Unidades","GA1ACB00184-3","BJBB-6PPI 3/5","1.0","8.0"
"Bidireccional de exterior LED 12W cálida (x20u)","0.02737","Unidades","ET1LDC0033","GBLI-12NC","20.0","0.0"
"Bidireccional de exterior LED 12W fría (x20u)","0.02737","Unidades","ET1LDC0034","GBLI-12NF","20.0","0.0"
"Bidireccional de exterior LED 2W cálida (x40u)","0.015525","Unidades","ET1LDE0030","GABI-C2WC","40.0","0.0"
"Bidireccional de exterior LED 2W fría (x40u)","0.015525","Unidades","ET1LDE0031","GABI-C2WF","40.0","0.0"
"Bidireccional de exterior LED 4W cálida (x20u)","0.012825","Unidades","ET1LDC0027","GBLI-4NCA","20.0","0.0"
"Bidireccional de exterior LED 4W cálida (x20u)","0.018975","Unidades","ET1LDE0032","GABI-C4WC","20.0","0.0"
"Bidireccional de exterior LED 4W fría (x20u)","0.012825","Unidades","ET1LDC0028","GBLI-4NFA","20.0","0.0"
"Bidireccional de exterior LED 4W fría (x20u)","0.018975","Unidades","ET1LDE0033","GABI-C4WF","20.0","0.0"
"Bidireccional de exterior LED 6W cálida (x20u)","0.02415","Unidades","ET1LDE0034","GABI-C6WC","20.0","0.0"
"Bidireccional de exterior LED 6W fría (x20u)","0.02415","Unidades","ET1LDE0035","GABI-C6WF","20.0","0.0"
"Bidireccional de exterior LED 8W fría (x20u)","0.025098","Unidades","ET1LDC0032","GBLI-8NFA","20.0","0.0"
"Bidireccional de exterior oval blanco (x20u)","0.07068","Unidades","ET1LAM0093","BI2GUBE","20.0","0.0"
"Bidireccional de exterior oval gris (x20u)","0.071625","Unidades","ET1LAM0094","BI2GUGE","20.0","0.0"
"Bidireccional de exterior oval negro (x20 u)","0.06075","Unidades","ET1LAM0092","BI2GUNE","20.0","0.0"
"Bidireccional de exterior oval negro (x20u)","0.0725","Unidades","ET1LDE0058","GBII-CNEG","20.0","0.0"
"Bidireccional de exterior rectangular negro (x20u)","0.0525","Unidades","ET1LDE0043","GBII-NEGR","20.0","0.0"
"Bidón 10 litros apto combustible homologado amarillo (x12u)","0.01482","Unidades","DR1BDN0010","BP10-A","12.0","0.0"
"Bidón 20 litros apto combustible homologado amarillo (x6u)","0.03108","Unidades","DR1BDN0009","BP20-A","6.0","0.0"
"Bidón 20 litros apto combustible homologado rojo (x6u)","0.03108","Unidades","DR1BDN0001","BP20-R","6.0","0.0"
"Bidón de chapa 10 l (x5u)","0.090048","Unidades","KU1BDN0001","CJV1-10L","5.0","0.0"
"Bidón de chapa 20 l (x4u)","0.120768","Unidades","KU1BDN0002","CJV1-20L","4.0","0.0"
"Bidón de chapa 5 l (x8u)","0.077616","Unidades","KU1BDN0003","CJV1-5L","8.0","15.0"
"Bidón de chapa horizontal de 10 l (x6u)","0.1353625","Unidades","KU1BDN0004","CJH2-10L","6.0","0.0"
"Bidón de chapa horizontal de 20 l (x4u)","0.135915","Unidades","KU1BDN0005","CJH2-20L","4.0","0.0"
"Bidón extra chato 8 L apto combustible homologado amarillo (x12u)","0.14985","Unidades","DR1BDN0020","BE08-A","12.0","0.0"
"Bidón térmico 5 l azul (x6u)","0.105796875","Unidades","SG1BDN0001","GT 201-1","6.0","0.0"
"Bidón térmico 5 l rojo (x6u)","0.105796875","Unidades","SG1BDN0002","GT 201-2","6.0","0.0"
"Bifera 26 cm Selecta (x6u)","0.02891","Unidades","VN1RCC0027","CCAI-BN26","6.0","57.0"
"Bifera forjada 26 cm Nature (x6u)","0.02754","Unidades","VN1UTC0042","CCAI-GB26","6.0","36.0"
"Binoculares 10X50 (x20u)","0.087075","Unidades","KU1BIN0002","BC-10X50","20.0","0.0"
"Binoculares 8-24X50 (x20u)","0.083248","Unidades","KU1BIN0003","BC8-24X50","20.0","1.0"
"Binoculares mini 30X60 (x50u)","0.02592","Unidades","KU1BIN0001","BC-30X60","50.0","0.0"
"Blíster de sierras para caladora de banco 10 TPI (x10u)","0.047328","Unidades","BR1CNM0032","SC10TPI","10.0","0.0"
"Blíster de sierras para caladora de banco 15 TPI (x10u)","0.0504","Unidades","BR1CNM0033","SC15TPI","10.0","4.0"
"Blíster de sierras para caladora de banco 18,5 TPI (x10u)","0.04704","Unidades","BR1CNM0034","SC18TPI","10.0","0.0"
"Bobina industrial doble hoja Elite × 400 m","1e-06","Unidades","EL1CNM0004","700405","1.0","0.0"
"Bolsa de boxeo de largo 120 cm (x10u)","0.05055375","Unidades","ME1BDB0003","EBBI-120C","10.0","0.0"
"Bolsa de boxeo de largo 90 cm (x10u)","0.05055375","Unidades","ME1BDB0001","EBBI-090C","10.0","0.0"
"Bolsa de dormir infantil (x10 u)","0.09628125","Unidades","KU1BDD0006","BDI-K01","10.0","1.0"
"Bolsa de dormir rectangular (x10u)","0.104044","Unidades","KU1BDD0003","BDS-K3","10.0","0.0"
"Bolsa de dormir rectangular FBDI-R021 (x10u)","0.07921875","Unidades","KU1BDD0007","FBDI-R021","10.0","0.0"
"Bolsa de dormir rectangular FBDI-R024 (x10u)","0.1040625","Unidades","KU1BDD0009","FBDI-R024","10.0","0.0"
"Bolsa de dormir rectangular con capucha (x10u)","0.1147125","Unidades","KU1BDD0002","BDC-K2","10.0","0.0"
"Bolsa de dormir sarcófago FBDI-S016 (x10u)","0.07696","Unidades","KU1OGH0001","FBDI-S016","10.0","2.0"
"Bolsa de dormir sarcófago Pro (x6u)","0.15288","Unidades","KU1BDD0004","BDM-K2","6.0","0.0"
"Bolsa de dormir sarcófago SB018 (x10u)","0.090703125","Unidades","KU1BDD0008","FBDI-S018","10.0","0.0"
"Bolsa de dormir tipo sarcófago (x6u)","0.09975","Unidades","KU1BDD0001","BDM-K1","6.0","0.0"
"Bolsa de hidratación de 2 litros (x50u)","0.072","Unidades","ME1APD0002","EBGI-35WE","50.0","0.0"
"Bolso conservadora (x20u)","0.06016","Unidades","KU1CNS0007","FBCI-CS01","20.0","0.0"
"Bolso conservadora térmica MOR 10 l (x6u)","0.02270697","Unidades","MR1CNS0031","003609","6.0","0.0"
"Bolso de estanco 40 litros (x20u)","0.07566","Unidades","KU1BLS0002","FBEI-4001","20.0","0.0"
"Bolso mochila de estanco 30 litros (x15u)","0.1197","Unidades","KU1BLS0001","FBMI-E301","15.0","0.0"
"Bolso morral azul para mascotas (x24u)","0.050625","Unidades","VN1BLS0003","CBMI-MCAZ","24.0","0.0"
"Bolso morral negro para mascotas (x24u)","0.050625","Unidades","VN1BLS0002","CBMI-MCNG","24.0","0.0"
"Bolso morral rojo para mascotas (x19u)","0.050625","Unidades","VN1BLS0004","CBMI-MCRJ","19.0","0.0"
"Bolso morral verde para mascotas (x24u)","0.050625","Unidades","VN1APM0027","CBMI-MCVE","24.0","0.0"
"Bolso morral violeta para mascotas (x24u)","0.050625","Unidades","VN1APM0028","CBMI-MCVI","24.0","0.0"
"Bolso organizador de cables y accesorios -Surtido de colores (x100u)","0.111375","Unidades","ET1BLS0001","ABOI-POGN","100.0","0.0"
"Bolso porta herramientas (x25u)","0.06339025","Unidades","BR1BLS0002","BPH02","25.0","63.0"
"Bolso porta herramientas para cinturón (x40u)","0.0546","Unidades","BR1BLS0001","BPH01","40.0","23.0"
"Bomba autocebante para pileta 1 HP","0.0243","Unidades","KU1BOB0082","DBAI-01HP","1.0","55.0"
"Bomba autocebante para pileta 1/2 HP","0.0243","Unidades","KU1BOB0081","DBAI-05HP","1.0","75.0"
"Bomba centrífuga 1 HP","0.02","Unidades","KU1BOB0029","BC1TBK","1.0","91.0"
"Bomba centrífuga 1 HP BC1TBB","0.0178","Unidades","MI1BOB0011","BC1TBB","1.0","272.0"
"Bomba centrífuga 1 HP primeros pasos","0.01782","Unidades","KU1BOB0058","BC1TBC","1.0","2.0"
"Bomba centrífuga 1/2 HP","0.01","Unidades","KU1BOB0027","BC12TBK","1.0","103.0"
"Bomba centrífuga 3/4 HP","0.02","Unidades","KU1BOB0028","BC34TBK","1.0","85.0"
"Bomba centrífuga 3/4 HP Miyawa","0.0111","Unidades","MI1BOB0010","BC34TNM","1.0","144.0"
"Bomba centrífuga 3/4 HP primeros pasos","0.012528","Unidades","KU1BOB0057","BC34TBC","1.0","8.0"
"Bomba centrífuga elevadora 1 HP línea CTP","0.02415","Unidades","BT1BOB0003","900082","1.0","2.0"
"Bomba de calor inverter para piscinas 35 m3 blanco","0.2749545","Unidades","KU1BOB0045","BDC-0035","1.0","0.0"
"Bomba de calor inverter para piscinas 50 m3 blanco","0.34265","Unidades","KU1BOB0046","BDC-3550","1.0","0.0"
"Bomba de calor inverter para piscinas 80 m3 blanco","0.351","Unidades","KU1BOB0047","BDC-6080","1.0","0.0"
"Bomba de calor para piscinas 20 m3 blanco","0.101376","Unidades","KU1BOB0056","FBCI-0820","1.0","0.0"
"Bomba de trasvase a palanca (x10u)","0.04845","Unidades","KU1BOB0044","BTI-MP18","10.0","54.0"
"Bomba de vacío para botella de vino (x24u)","0.050232","Unidades","VN1APV0001","CVCK-BV2T","24.0","0.0"
"Bomba hidráulica manual 400 ml","0.022075125","Unidades","KU1BOB0054","DBHI-M04L","1.0","0.0"
"Bomba hidráulica manual 900 ml","0.022075125","Unidades","KU1BOB0055","DBHI-M09L","1.0","2.0"
"Bomba rotativa manual de trasvase (x10u)","0.080465","Unidades","KU1BOB0013","BMK-1","10.0","0.0"
"Bomba sumergible de 1700 W y controlador para DBSK-S115 1/3","0.0","Unidades","KU1BOB0070-1","DBSK-S115 1/3","1.0","0.0"
"Bomba sumergible de agua turbia 2"" para hormigon","0.0","Unidades","BR1BOB0001-1","BWP2 Parte 1/2","1.0","1.0"
"Bomba sumergible de agua turbia 2"" para hormigón","0.0","Unidades","BR1BOB0001","BWP2","1.0","0.0"
"Booster infantil (x10u)","0.153824","Unidades","VN1SLL0023","BO-01","10.0","0.0"
"Boquilla 20 mm para termofusora (x20u)","0.016562","Unidades","BR1BTB0001","BTB20","20.0","0.0"
"Boquilla 32 mm para termofusora (x20u)","0.030926","Unidades","BR1BTB0003","BTB32","20.0","0.0"
"Boquilla 40 mm para termofusoras (x10u)","0.001","Unidades","BR1BTB0004","BTB40","10.0","0.0"
"Boquilla para torcha MIG DTMI-15AK - 0,8 mm (x200u)","0.006","Unidades","KU1APS0009","DPKI-1508","200.0","18.0"
"Bordeadora 1000 W (x8u)","0.24765","Unidades","TR1DSM0001","79634945","8.0","0.0"
"Bordeadora 1500 W (x8u)","0.24765","Unidades","TR1DSM0002","79634948","8.0","0.0"
"Bordeadora 21 V - Ion litio (x4u)","0.117649","Unidades","BR1DSM0001","BB18-ION","4.0","0.0"
"Bordeadora 350 W (x6u)","0.102573","Unidades","KU1BDR0004","DBEI-350W","6.0","0.0"
"Bordeadora 550 W (x4u)","0.1009375","Unidades","KU1BDR0005","DBEI-550W","4.0","0.0"
"Bordeadora Mocar 1000 (x2u)","0.0435","Unidades","MO1BDR0004","1000","2.0","0.0"
"Bordeadora Mocar 701 (x2u)","0.0435","Unidades","MO1BDR0001","701","2.0","0.0"
"Botella Dakar 750 cc medidora (x48u)","0.048","Unidades","CK1BOT0004","6160","48.0","0.0"
"Botella eco 600 cc pastel (x100u)","0.1","Unidades","CK1BOT0001","6028","100.0","0.0"
"Botella eco 600 cc serigrafiada (x70u)","0.1","Unidades","CK1BOT0003","6130","70.0","0.0"
"Botella plástica 700 ml Harriet (x60u)","0.09216","Unidades","VN1BOT0013","CBOI-700S","60.0","1.0"
"Botella plástica 900 ml Burton (x48u)","0.0915222","Unidades","VN1BOT0012","CBOI-900S","48.0","0.0"
"Botella térmica 500 ml - Baret (x25u)","0.046389","Unidades","VN1BOT0011","FRTI-V500","25.0","0.0"
"Botella térmica 500 ml - Tabei (x25u)","0.046389","Unidades","VN1BOT0010","FRTI-R500","25.0","0.0"
"Botella térmica 750 ml (x24u)","0.054288","Unidades","VN1BOT0003","CCN016","24.0","10.0"
"Botella térmica 750 ml Jones - Surtido de colores (x24u)","0.0","Unidades","VN1BOT0018","FRTS-750S","24.0","1.0"
"Botella térmica 900 ml Columbus - Surtido de colores (x24u)","0.0","Unidades","VN1BOT0017","FRTS-900S","24.0","13.0"
"Botella térmica Mark 500 blanco (x24u)","0.036425","Unidades","VN1BOT0004","FRTI-BM5B","24.0","25.0"
"Botella térmica Mark 500 negro (x24u)","0.0370125","Unidades","VN1BOT0005","FRTI-BM5N","24.0","28.0"
"Botella térmica Mark 750 blanco (x24u)","0.053754","Unidades","VN1BOT0006","FRTI-BM7B","24.0","24.0"
"Botella térmica Mark 750 negro (x24u)","0.053754","Unidades","VN1BOT0007","FRTI-BM7N","24.0","9.0"
"Botella térmica turquesa 600 ml (x24u)","0.0418035","Unidades","VN1BOT0002","CCN015","24.0","0.0"
"Botella térmica violeta 600 ml (x24u)","0.0439425","Unidades","VN1BOT0001","CCN014","24.0","5.0"
"Botiquin de conjunto mueble de baño y botiquín BCMK-LI60","0.2982355","Unidades","GA1MBL0003-2","BCMK-LI60 2/2","1.0","2.0"
"Botiquín 50 cm para baño LED","0.08512","Unidades","GA1BTN0001","BBLI-5070","1.0","2.0"
"Botiquín 60 cm para baño LED","0.10032","Unidades","GA1BTN0002","BBLI-6070","1.0","0.0"
"Botiquín simple 60 cm led","0.0544","Unidades","GA1BTN0003","BBLI-6075","1.0","6.0"
"Bowl Basic 19 cm × 9 cm - 1,5 l (x4u)","1e-06","Unidades","PY1CTR0006","6001018","4.0","0.0"
"Bowl batidor de acero 20 cm (x24u)","0.02826978","Unidades","VN1BWL0019","CCN087","24.0","0.0"
"Bowl batidor de acero con asa y base siliconada 21 cm (x24u)","0.0527252","Unidades","VN1BWL0017","CCN085","24.0","1.0"
"Bowl batidor de acero con asa y base siliconada 23 cm (x24u)","0.06403611","Unidades","VN1BWL0018","CCN086","24.0","1.0"
"Boya dosificadora de cloro 7"" (x12u)","0.05616","Unidades","KU1APD0009","APD-007","12.0","0.0"
"Boya dosificadora de cloro 9"" (x12u)","0.09296","Unidades","KU1APD0018","APD-016","12.0","0.0"
"Boya para pileta Hongo VA38050080 (x24u)","0.108","Unidades","FD1APD0003","VA07210080ADBLA","24.0","0.0"
"Brazalete deportivo para celular A1 (x100u)","0.05","Unidades","ME1ACC0002","EBDI-FCA1","100.0","0.0"
"Brazalete deportivo para celular B1 (x100u)","0.060724","Unidades","ME1ACC0003","EBDI-FCB1","100.0","0.0"
"Brazalete deportivo para celular C1 (x100u)","0.060724","Unidades","ME1ACC0004","EBDI-FCC1","100.0","1.0"
"Brazo de ducha 15 cm ABS (x50u)","0.038874","Unidades","GA1ACS0019","BDA01","50.0","0.0"
"Brazo de ducha 15 cm acero inoxidable (x100u)","0.076923","Unidades","GA1ACB0003","BDI15","100.0","3.0"
"Brazo de ducha 40 cm acero inoxidable (x50u)","0.08505","Unidades","GA1ACS0031","BDAL01","50.0","11.0"
"Broca de acero HSS 12,0 mm × 151 mm (x5u)","1e-06","Unidades","TR1CNM0020","43141049","5.0","0.0"
"Broca de acero HSS 2,0 mm × 49 mm para metal (x10u)","1e-06","Unidades","TR1CNM0005","43141006","10.0","0.0"
"Broca de acero HSS 2,5 mm × 57 mm para metal (x10u)","1e-06","Unidades","TR1CNM0006","43141009","10.0","0.0"
"Broca de acero HSS 3,0 mm × 61 mm para metal (x10u)","1e-06","Unidades","TR1CNM0007","43141013","10.0","0.0"
"Broca de acero HSS 3,5 mm × 70 mm para metal (x10u)","1e-06","Unidades","TR1CNM0008","43141019","10.0","0.0"
"Broca de acero HSS 4,0 mm × 75 mm para metal (x10u)","1e-06","Unidades","TR1CNM0009","43141022","10.0","0.0"
"Broca de acero HSS 4,5 mm × 80 mm para metal (x10u)","1e-06","Unidades","TR1CNM0010","43141027","10.0","0.0"
"Broca de acero HSS 5,0 mm × 86 mm para metal (x10u)","1e-06","Unidades","TR1CNM0011","43141029","10.0","0.0"
"Broca de acero HSS 5,5 mm × 93 mm para metal (x10u)","1e-06","Unidades","TR1CNM0012","43141032","10.0","0.0"
